Year,Month,Day,Time,Lat,Lon,Depth,Mag,Region,Timestamp
2005,12,28,15:41:47,40.477,29.158,5.0,2.5,"4 km E of Küçükkumla, Turkey",1135784507
2005,12,26,14:03:05,40.245,29.632,25.0,2.8,"2 km SW of Yeni?ehir, Turkey",1135605785
2005,12,26,04:08:25,40.392,27.608,16.0,2.8,"15 km W of Erdek, Turkey",1135570105
2005,12,24,22:49:45,40.796,27.652,28.0,2.6,"18 km ESE of Kumba?, Turkey",1135464585
2005,12,24,10:12:34,40.664,30.695,27.0,2.7,"6 km ESE of Akyaz?, Turkey",1135419154
2005,12,24,01:54:37,40.242,29.012,5.0,2.9,"6 km NW of Bursa, Turkey",1135389277
2005,12,09,21:07:17,40.289,27.316,17.8,3.6,"9 km NE of Biga, Turkey",1134162437
2005,12,09,17:47:00,40.725,30.595,4.8,2.8,"5 km NNW of Akyaz?, Turkey",1134150420
2005,11,26,22:27:49,40.663,29.081,9.1,3.7,"4 km WNW of Ç?narc?k, Turkey",1133044069
2005,11,20,14:00:25,40.47,26.39,29.0,3.0,"24 km WNW of Gelibolu, Turkey",1132495225
2005,11,04,20:12:08,40.7,27.298,12.7,4.1,"24 km SW of Kumba?, Turkey",1131135128
2005,08,19,08:14:21,40.4,28.06,5.0,3.5,"8 km NE of Band?rma, Turkey",1124439261
2005,07,08,23:57:36,40.31,27.73,47.0,3.6,"11 km SSW of Erdek, Turkey",1120867056
2005,05,24,01:01:00,40.32,27.89,45.0,3.3,"8 km WSW of Band?rma, Turkey",1116896460
2005,05,06,21:51:07,40.092,27.861,13.2,3.0,"10 km WNW of Manyas, Turkey",1115416267
2005,04,30,21:11:57,40.71,30.292,5.3,3.2,"2 km NE of Sapanca, Turkey",1114895517
2005,04,25,12:45:55,40.675,30.115,5.8,2.9,"11 km SE of Köseköy, Turkey",1114433155
2005,04,14,11:14:58,40.051,29.01,14.2,2.7,"6 km SSW of Kirazl?, Turkey",1113477298
