28.22	40.085	2.6	0.151
29.348	40.181	2.6	0.151
28.999	40.6	2.7	0.16
30.032	40.73	2.5	0.143
29.316	40.194	2.6	0.151
29.289	40.919	3.0	0.185
30.034	40.822	3.1	0.194
30.832	40.785	3.8	0.253
30.203	40.452	3.0	0.185
29.924	40.717	3.7	0.245
28.845	40.371	2.6	0.151
29.345	40.713	4.1	0.278
26.26	40.37	3.1	0.194
30.606	40.746	3.4	0.219
27.799	40.393	3.7	0.245
29.137	40.457	3.0	0.185
30.728	40.774	3.9	0.262
28.549	40.807	3.2	0.202
30.541	40.713	2.9	0.176
30.496	40.694	3.6	0.236
29.096	40.626	2.5	0.143
30.873	40.785	4.3	0.296
30.756	40.734	4.3	0.296
30.092	40.73	3.2	0.202
30.807	40.711	3.0	0.185
27.597	40.7	3.9	0.262
30.672	40.771	2.9	0.176
30.694	40.799	3.3	0.21
27.435	40.77	2.8	0.168
30.804	40.783	4.2	0.287
30.734	40.797	4.1	0.278
30.851	40.771	4.0	0.27
29.189	40.655	2.8	0.168
29.185	40.63	3.4	0.219
29.184	40.663	2.7	0.16
28.945	40.363	3.2	0.202
29.174	40.638	3.3	0.21
29.153	40.708	3.3	0.21
30.871	40.684	4.1	0.278
28.688	40.852	2.9	0.176
29.146	40.639	2.6	0.151
30.448	40.784	4.1	0.278
30.229	40.824	3.3	0.21
30.266	40.744	5.7	0.415
30.751	40.738	4.2	0.287
30.725	40.693	5.0	0.355
30.227	40.745	3.8	0.253
29.131	40.709	3.2	0.202
29.012	40.478	2.7	0.16
29.253	40.521	2.7	0.16
29.096	40.637	2.7	0.16
27.535	40.762	2.8	0.168
30.719	40.677	2.6	0.151
29.399	40.121	3.0	0.185
29.332	40.487	2.9	0.176
29.245	40.535	3.0	0.185
27.563	40.746	3.0	0.185
29.445	40.963	2.7	0.16
29.2	40.707	3.1	0.194
29.104	40.64	2.9	0.176
29.203	40.429	2.5	0.143
29.087	40.77	4.6	0.321
27.124	40.501	3.5	0.228
29.176	40.7	2.9	0.176
30.681	40.726	2.8	0.168
30.191	40.81	3.3	0.21
30.404	40.735	3.6	0.236
29.048	40.667	3.9	0.262
29.101	40.641	2.5	0.143
27.577	40.823	2.8	0.168
28.963	40.579	2.7	0.16
29.063	40.676	2.7	0.16
29.04	40.609	2.9	0.176
29.988	40.688	3.1	0.194
29.898	40.774	3.1	0.194
29.987	40.734	2.7	0.16
29.798	40.784	2.7	0.16
30.682	40.77	2.8	0.168
30.566	40.707	2.8	0.168
29.346	40.739	5.2	0.372
29.972	40.753	2.9	0.176
29.733	40.749	3.3	0.21
29.16	40.403	2.7	0.16
30.055	40.033	3.9	0.262
30.55	40.626	3.2	0.202
29.195	40.771	3.4	0.219
30.297	40.804	3.8	0.253
29.808	40.787	2.6	0.151
29.811	40.741	3.3	0.21
27.623	40.772	3.3	0.21
27.671	40.651	2.8	0.168
27.59	40.715	3.2	0.202
27.591	40.707	3.7	0.245
27.589	40.644	4.8	0.338
29.105	40.639	2.7	0.16
30.503	40.676	3.4	0.219
30.502	40.649	3.2	0.202
30.527	40.636	4.3	0.296
29.175	40.68	3.1	0.194
30.35	40.895	2.8	0.168
29.199	40.779	2.7	0.16
30.023	40.72	3.0	0.185
29.11	40.622	2.7	0.16
29.964	40.707	2.8	0.168
29.917	40.778	2.8	0.168
29.05	40.603	2.9	0.176
29.14	40.659	2.6	0.151
30.303	40.781	2.9	0.176
29.137	40.621	2.7	0.16
29.297	40.607	4.5	0.312
30.154	40.711	4.3	0.296
30.627	40.768	2.8	0.168
30.213	40.484	3.5	0.228
29.928	40.758	2.5	0.143
29.964	40.705	2.8	0.168
30.779	40.658	3.2	0.202
30.285	40.631	2.9	0.176
29.046	40.669	3.0	0.185
29.109	40.625	2.7	0.16
30.174	40.723	2.7	0.16
30.045	40.709	5.9	0.432
29.194	40.727	2.6	0.151
29.964	40.705	2.8	0.168
30.325	40.438	3.8	0.253
30.72	40.809	3.2	0.202
30.074	40.748	3.1	0.194
29.144	40.718	5.0	0.355
29.694	40.742	2.9	0.176
30.498	40.73	2.7	0.16
29.778	40.787	3.1	0.194
29.985	40.542	4.0	0.27
30.546	40.695	3.9	0.262
30.032	40.741	4.0	0.27
30.532	40.563	4.0	0.27
30.688	40.808	3.4	0.219
29.164	40.566	3.9	0.262
29.13	40.555	4.2	0.287
29.334	40.729	3.0	0.185
29.954	40.708	4.5	0.312
29.949	40.711	5.2	0.372
29.266	40.75	3.5	0.228
