fid,rid,level,sa_target_g,sa_record_g,scale,T1_s,midr,ds_index,damage_state,status,soft,deficient,n_storey,fc_MPa,rho_long,r_k,mw,rjb_km,vs30,pga_g,runtime_s
0,TK-1999-0415_1406_HNN,4,1.1,0.12268,8.9666,0.5129,0.015078909160322652,2,Moderate,ok,False,False,4,29.51,0.0134819003474722,1.0,7.2,39.5,598.0,0.1237,6.38
0,TK-1999-0415_1406_HNN,5,2.0,0.12268,16.3029,0.5129,0.03616358000557894,3,Heavy,ok,False,False,4,29.51,0.0134819003474722,1.0,7.2,39.5,598.0,0.1237,6.1
0,TK-1999-0415_8101_HNE,4,1.1,0.87646,1.2551,0.5129,0.029603787142573345,2,Moderate,ok,False,False,4,29.51,0.0134819003474722,1.0,7.2,5.4,278.0,0.525,4.36
0,TK-1999-0415_8101_HNE,5,2.0,0.87646,2.2819,0.5129,0.06282878340351934,4,Collapse,ok,False,False,4,29.51,0.0134819003474722,1.0,7.2,5.4,278.0,0.525,4.86
0,INT-20250810_0000200_AKS_HNN,0,0.05,0.04549,1.0992,0.5129,0.00045647314552238054,0,None,ok,False,False,4,29.51,0.0134819003474722,1.0,6.2,49.5,534.0,0.0281,1.85
0,INT-20250810_0000200_AKS_HNN,1,0.15,0.04549,3.2976,0.5129,0.001410967650045887,0,None,ok,False,False,4,29.51,0.0134819003474722,1.0,6.2,49.5,534.0,0.0281,2.13
0,INT-20250810_0000200_AKS_HNN,2,0.35,0.04549,7.6945,0.5129,0.003238933938123466,0,None,ok,False,False,4,29.51,0.0134819003474722,1.0,6.2,49.5,534.0,0.0281,2.73
0,INT-20250810_0000200_AKS_HNN,3,0.65,0.04549,14.2898,0.5129,0.004838638749439478,0,None,ok,False,False,4,29.51,0.0134819003474722,1.0,6.2,49.5,534.0,0.0281,3.24
0,INT-20250810_0000200_AKS_HNN,4,1.1,0.04549,24.1827,0.5129,0.008456660126147852,1,Light,ok,False,False,4,29.51,0.0134819003474722,1.0,6.2,49.5,534.0,0.0281,3.51
0,INT-20250810_0000200_AKS_HNN,5,2.0,0.04549,43.9685,0.5129,0.014890809372167281,2,Moderate,ok,False,False,4,29.51,0.0134819003474722,1.0,6.2,49.5,534.0,0.0281,3.95
0,INT-20250810_0000200_BALB_HNE,0,0.05,0.05072,0.9859,0.5129,0.00046272616581378095,0,None,ok,False,False,4,29.51,0.0134819003474722,1.0,6.2,44.9,710.0,0.0264,1.89
0,INT-20250810_0000200_BALB_HNE,1,0.15,0.05072,2.9576,0.5129,0.0015773621591184152,0,None,ok,False,False,4,29.51,0.0134819003474722,1.0,6.2,44.9,710.0,0.0264,2.28
0,INT-20250810_0000200_BALB_HNE,2,0.35,0.05072,6.9012,0.5129,0.004182208525390606,0,None,ok,False,False,4,29.51,0.0134819003474722,1.0,6.2,44.9,710.0,0.0264,2.81
0,INT-20250810_0000200_BALB_HNE,3,0.65,0.05072,12.8165,0.5129,0.009021955508103538,1,Light,ok,False,False,4,29.51,0.0134819003474722,1.0,6.2,44.9,710.0,0.0264,3.21
0,INT-20250810_0000200_BALB_HNE,4,1.1,0.05072,21.6894,0.5129,0.01573510223789699,2,Moderate,ok,False,False,4,29.51,0.0134819003474722,1.0,6.2,44.9,710.0,0.0264,3.61
0,INT-20250810_0000200_BALB_HNE,5,2.0,0.05072,39.4352,0.5129,0.022204192677502146,2,Moderate,ok,False,False,4,29.51,0.0134819003474722,1.0,6.2,44.9,710.0,0.0264,3.98
0,INT-20250810_0000200_GORD_HNN,0,0.05,0.0548,0.9124,0.5129,0.0004723934823545302,0,None,ok,False,False,4,29.51,0.0134819003474722,1.0,6.2,42.1,681.0,0.0195,2.2
0,INT-20250810_0000200_GORD_HNN,1,0.15,0.0548,2.7373,0.5129,0.002316111832667412,0,None,ok,False,False,4,29.51,0.0134819003474722,1.0,6.2,42.1,681.0,0.0195,2.57
0,INT-20250810_0000200_SOMA_HNN,0,0.05,0.05509,0.9075,0.5129,0.0004698520875193334,0,None,ok,False,False,4,29.51,0.0134819003474722,1.0,6.2,48.0,714.0,0.0268,1.85
0,INT-20250810_0000200_SOMA_HNN,1,0.15,0.05509,2.7226,0.5129,0.0013409843677680423,0,None,ok,False,False,4,29.51,0.0134819003474722,1.0,6.2,48.0,714.0,0.0268,2.07
0,INT-20250810_0000200_SOMA_HNN,2,0.35,0.05509,6.3528,0.5129,0.002705311093953111,0,None,ok,False,False,4,29.51,0.0134819003474722,1.0,6.2,48.0,714.0,0.0268,2.38
0,INT-20250810_0000200_SOMA_HNN,3,0.65,0.05509,11.798,0.5129,0.004758621236164786,0,None,ok,False,False,4,29.51,0.0134819003474722,1.0,6.2,48.0,714.0,0.0268,2.96
0,INT-20250810_0000200_GORD_HNN,2,0.35,0.0548,6.3869,0.5129,0.0036785016887052346,0,None,ok,False,False,4,29.51,0.0134819003474722,1.0,6.2,42.1,681.0,0.0195,2.98
