fid,rid,level,soft,deficient,midr_sim,midr_pred,ds_true,ds_pred
14,TK-1999-0077_1612_HNE,4,False,False,0.0308956781926981,0.012518579200800599,3,2
14,TK-1999-0077_1612_HNE,5,False,False,0.0705798635312759,0.03198113693755078,4,4
14,TK-1999-0077_4101_HNE,4,False,False,0.0769311826999671,0.050501626272013975,4,3
14,TK-1999-0077_4101_HNE,5,False,False,0.1,0.1005874795959755,4,4
14,TK-1999-0077_4106_HNN,0,False,False,0.0009037914140599,0.0012319223216463496,0,0
14,TK-1999-0077_4106_HNN,1,False,False,0.0018059209438171,0.00619540799630865,0,1
14,TK-1999-0077_4106_HNN,2,False,False,0.0059569484102192,0.01661817467891002,1,2
14,TK-1999-0077_4106_HNN,3,False,False,0.0181142735736906,0.03446318592163925,2,3
14,TK-1999-0077_4106_HNN,4,False,False,0.0617988921855407,0.06595051006018607,4,4
14,TK-1999-0077_4106_HNN,5,False,False,0.1,0.09528988911871879,4,4
14,TK-1999-0077_5401_HNE,0,False,False,0.0008828817972527,0.0009890082599854498,0,0
14,TK-1999-0077_5401_HNE,1,False,False,0.003807969644754,0.005040610934326813,0,1
14,TK-1999-0077_5401_HNE,2,False,False,0.0109180433158751,0.013053621051160355,1,1
14,TK-1999-0077_5401_HNE,3,False,False,0.0195267226266707,0.03362650886589891,2,2
14,TK-1999-0077_5401_HNE,4,False,False,0.0571590749688136,0.057659982973850624,3,4
14,TK-1999-0077_5401_HNE,5,False,False,0.1,0.07429996469654541,4,4
14,TK-1999-0415_487_HNN,0,False,False,0.0009571365857681,0.0009497116227320881,0,0
14,TK-1999-0415_487_HNN,1,False,False,0.004431186536606,0.0031966102923506926,0,0
14,TK-1999-0415_496_HNN,0,False,False,0.0013287694640295,0.0017150593588373321,0,0
14,TK-1999-0415_496_HNN,1,False,False,0.0043206942607211,0.007069933067740781,0,1
14,TK-1999-0415_496_HNN,2,False,False,0.0129975599653464,0.01662542450719941,2,2
14,TK-1999-0415_496_HNN,3,False,False,0.0212387487437846,0.027581509964714084,2,2
14,TK-1999-0415_487_HNN,2,False,False,0.0091429708614881,0.007183669918694317,1,1
14,TK-1999-0415_487_HNN,3,False,False,0.0169694092391851,0.013102380900096893,2,2
14,TK-1999-0415_487_HNN,4,False,False,0.0252630485766742,0.026136864974366483,2,2
14,TK-1999-0415_487_HNN,5,False,False,0.0950590108908102,0.06368504378645592,4,4
14,TK-1999-0415_496_HNN,4,False,False,0.0400494430219397,0.04952193833971309,3,3
14,TK-1999-0415_496_HNN,5,False,False,0.1,0.09774223465058324,4,4
14,TK-1999-0415_498_HNN,0,False,False,0.0011955122862143,0.0010632751411404654,0,0
14,TK-1999-0415_498_HNN,1,False,False,0.0043163951700945,0.003706563079557105,0,0
14,TK-1999-0415_498_HNN,2,False,False,0.009708769341865,0.010136908094039457,1,1
14,TK-1999-0415_498_HNN,3,False,False,0.0154784930456418,0.02013946006170892,2,2
14,TK-1999-0415_498_HNN,4,False,False,0.0252530253462556,0.03918784042842721,2,3
14,TK-1999-0415_498_HNN,5,False,False,0.1,0.07231463971475632,4,4
14,TK-1999-0415_C0362_HNN,0,False,False,0.0009010255152629,0.0008349045346088226,0,0
14,TK-1999-0415_C0362_HNN,1,False,False,0.0025556368355494,0.001746215563401753,0,0
14,TK-1999-0415_C0362_HNN,2,False,False,0.0065188939255861,0.0026091920825950794,1,0
14,TK-1999-0415_C0362_HNN,3,False,False,0.0103477131806801,0.004802913072028168,1,1
14,TK-1999-0415_C0362_HNN,4,False,False,0.0186924920265449,0.008094819666052029,2,1
14,TK-1999-0415_C0362_HNN,5,False,False,0.0447479497476946,0.01348463087532431,3,2
14,TK-1999-0415_C0375_HNN,0,False,False,0.0049502330654097,0.001984689341166109,0,0
14,TK-1999-0415_C0375_HNN,1,False,False,0.0082577284529534,0.0070968618459851425,1,1
14,TK-1999-0415_C0375_HNN,2,False,False,0.0152139022511481,0.015032349616694416,2,2
14,TK-1999-0415_C0375_HNN,3,False,False,0.0284394417884619,0.03890261669480562,2,2
14,TK-1999-0415_C0375_HNN,4,False,False,0.0665281653782736,0.05720660435334462,4,4
14,TK-1999-0415_C0375_HNN,5,False,False,0.1,0.10083958631491295,4,4
14,TK-1999-0415_C1058_HNE,0,False,False,0.001029532517089,0.0008678246428111214,0,0
14,TK-1999-0415_C1058_HNE,1,False,False,0.0063043880172158,0.003007830539556396,1,0
14,TK-1999-0415_C1058_HNE,2,False,False,0.0122344201683218,0.008792358480075696,2,1
14,TK-1999-0415_C1058_HNE,3,False,False,0.0238456876242835,0.022049715067047393,2,2
14,TK-1999-0415_C1058_HNE,4,False,False,0.0526115975618397,0.050086863876526784,3,4
14,TK-1999-0415_C1058_HNE,5,False,False,0.1,0.06455898143859137,4,4
14,TK-1999-0415_C1059_HNN,0,False,False,0.000874836179777,0.0011831154723524649,0,0
14,TK-1999-0415_C1059_HNN,1,False,False,0.0035166335839561,0.004705011527792151,0,1
14,TK-1999-0415_C1059_HNN,2,False,False,0.0073979445609426,0.009574388583327126,1,1
14,TK-1999-0415_C1059_HNN,3,False,False,0.0145900665658714,0.017079275321530075,2,2
14,TK-1999-0415_C1059_HNN,4,False,False,0.0253137254154164,0.04433596567230604,2,3
14,TK-1999-0415_C1059_HNN,5,False,False,0.1,0.0805103071219999,4,4
14,TK-1999-0415_C1060_HNE,0,False,False,0.000862718557953,0.0009849002078027233,0,0
14,TK-1999-0415_C1060_HNE,1,False,False,0.0051354060229882,0.003228008995133511,1,0
14,TK-1999-0415_C1060_HNE,2,False,False,0.0120818007078133,0.007362323305869199,2,1
14,TK-1999-0415_C1060_HNE,3,False,False,0.0227615248684234,0.013886949444000716,2,2
14,TK-1999-0415_C1060_HNE,4,False,False,0.0389959957754779,0.02530182629112071,3,2
14,TK-1999-0415_C1060_HNE,5,False,False,0.1,0.07231303191408321,4,4
14,TK-1999-0415_C1061_HNE,0,False,False,0.0013714497765821,0.0010544708356313435,0,0
14,TK-1999-0415_C1061_HNE,1,False,False,0.0053289524257257,0.0038078275428639645,1,0
14,TK-1999-0415_C1061_HNE,2,False,False,0.011540443791635,0.008282308033397532,1,1
14,TK-1999-0415_C1061_HNE,3,False,False,0.0160480477950869,0.013079617082992358,2,2
14,TK-1999-0415_C1061_HNE,4,False,False,0.034988966910013,0.021997091680850928,3,2
14,TK-1999-0415_C1061_HNE,5,False,False,0.0914944707965588,0.04884820557833997,4,4
14,TK-1999-0415_C1062_HNE,0,False,False,0.0012378871762951,0.0010231255771099928,0,0
14,TK-1999-0415_C1062_HNE,1,False,False,0.0059665074591654,0.003971801901071056,1,0
14,TK-1999-0415_C1062_HNE,2,False,False,0.0101252510467169,0.009704449435119942,1,1
14,TK-1999-0415_C1062_HNE,3,False,False,0.0162034508680649,0.018987739201911845,2,2
14,TK-1999-0415_C1062_HNE,4,False,False,0.0324196557205947,0.042503285150830065,3,3
14,TK-1999-0415_C1062_HNE,5,False,False,0.0706445509349397,0.08484882826495449,4,4
14,TK-1999-0415_D0531_HNN,0,False,False,0.0008677715161032,0.0010699574159813972,0,0
14,TK-1999-0415_D0531_HNN,1,False,False,0.0035351586301193,0.0038621483100127877,0,0
14,TK-1999-0415_D0531_HNN,2,False,False,0.0079709920679962,0.008520460660769513,1,1
14,TK-1999-0415_D0531_HNN,3,False,False,0.0182713454048723,0.01574524402784357,2,2
14,TK-1999-0415_D0531_HNN,4,False,False,0.0322424847865448,0.03205117806760024,3,3
14,TK-1999-0415_D0531_HNN,5,False,False,0.0735752163244041,0.0703768190177497,4,4
14,TK-1999-0415_1401_HNE,0,False,False,0.0008532197487369,0.001089243237204551,0,0
14,TK-1999-0415_1401_HNE,1,False,False,0.0027241982042809,0.004276929838346889,0,0
14,TK-1999-0415_1401_HNE,2,False,False,0.0056209090681773,0.008643480600024553,1,1
14,TK-1999-0415_1401_HNE,3,False,False,0.0081101959385963,0.013166229385011621,1,2
14,TK-1999-0415_1401_HNE,4,False,False,0.013423402427583,0.02100531330038142,2,2
14,TK-1999-0415_1401_HNE,5,False,False,0.0207683956371901,0.04041071852372721,2,3
14,TK-1999-0415_1406_HNN,0,False,False,0.0012923245327538,0.0011725416408942923,0,0
14,TK-1999-0415_1406_HNN,1,False,False,0.0032637463134421,0.004555163913060126,0,1
14,TK-1999-0415_1406_HNN,2,False,False,0.0116426237957445,0.010127196345931254,1,1
14,TK-1999-0415_1406_HNN,3,False,False,0.0237607313401381,0.016655726380366057,2,2
14,TK-1999-0415_1406_HNN,4,False,False,0.0625009244293541,0.03803114479898323,4,3
14,TK-1999-0415_1406_HNN,5,False,False,0.1,0.0854571705481323,4,4
14,TK-1999-0415_8101_HNE,0,False,False,0.0008972510273981,0.0010905224513452969,0,0
14,TK-1999-0415_8101_HNE,1,False,False,0.0033071736751399,0.00471545564902542,0,0
14,TK-1999-0415_8101_HNE,2,False,False,0.0070418025155205,0.010261073503424398,1,1
14,TK-1999-0415_8101_HNE,3,False,False,0.0168583613133409,0.01674557098339561,2,2
14,TK-1999-0415_8101_HNE,4,False,False,0.0308878214973444,0.030916521558526266,3,3
14,TK-1999-0415_8101_HNE,5,False,False,0.063068817685194,0.052598357234327084,4,3
14,INT-20250810_0000200_AKS_HNN,0,False,False,0.0010443782146663,0.00114380375174147,0,0
14,INT-20250810_0000200_AKS_HNN,1,False,False,0.0031397422933899,0.004758754865035394,0,1
14,INT-20250810_0000200_AKS_HNN,2,False,False,0.0093418676822215,0.010936703237233782,1,2
14,INT-20250810_0000200_AKS_HNN,3,False,False,0.0158593426369968,0.02328932294908216,2,2
14,INT-20250810_0000200_AKS_HNN,4,False,False,0.031502851478327,0.030872644805631722,3,2
14,INT-20250810_0000200_AKS_HNN,5,False,False,0.0695194642967597,0.06805633789587894,4,4
14,INT-20250810_0000200_BALB_HNE,0,False,False,0.000882430630854,0.001002531797177726,0,0
14,INT-20250810_0000200_BALB_HNE,1,False,False,0.0020147958355606,0.0034951502720791147,0,0
14,INT-20250810_0000200_BALB_HNE,2,False,False,0.0058126427450598,0.007759882521070943,1,1
14,INT-20250810_0000200_BALB_HNE,3,False,False,0.0087411078578754,0.012957772497914657,1,2
14,INT-20250810_0000200_BALB_HNE,4,False,False,0.0166452705022715,0.019863532407599187,2,2
14,INT-20250810_0000200_BALB_HNE,5,False,False,0.0300675748652148,0.046844999383644045,3,3
14,INT-20250810_0000200_GORD_HNN,0,False,False,0.0009625689841642,0.0008948584256192415,0,0
14,INT-20250810_0000200_GORD_HNN,1,False,False,0.0035915194014935,0.0027708765547010015,0,0
14,INT-20250810_0000200_GORD_HNN,2,False,False,0.0067019470745368,0.005476390346181391,1,1
14,INT-20250810_0000200_GORD_HNN,3,False,False,0.0128460495830595,0.009717948144888357,2,1
14,INT-20250810_0000200_GORD_HNN,4,False,False,0.019264136450771,0.013624699573916287,2,2
14,INT-20250810_0000200_GORD_HNN,5,False,False,0.0419072202729568,0.030212195762139314,3,3
14,INT-20250810_0000200_SOMA_HNN,0,False,False,0.00080363259367,0.0009691294009661509,0,0
14,INT-20250810_0000200_SOMA_HNN,1,False,False,0.0036302178218391,0.0034125247469611346,0,0
14,INT-20250810_0000200_SOMA_HNN,2,False,False,0.0103761529320945,0.007514074091026539,1,1
14,INT-20250810_0000200_SOMA_HNN,3,False,False,0.0120369424053395,0.013736072143741354,2,2
14,INT-20250810_0000200_SOMA_HNN,4,False,False,0.0169512448185415,0.0218006232297358,2,2
14,INT-20250810_0000200_SOMA_HNN,5,False,False,0.0263984975699734,0.058517395649559,2,3
14,TK-1999-0294_1612_HNE,0,False,False,0.0012150002457207,0.0007840772867975365,0,0
14,TK-1999-0294_1612_HNE,1,False,False,0.0049281602104619,0.0021573635652040613,0,0
14,TK-1999-0294_1612_HNE,2,False,False,0.0105840676690326,0.005271313204136038,1,1
14,TK-1999-0294_1612_HNE,3,False,False,0.0186744642451503,0.00965977461273499,2,2
14,TK-1999-0294_1612_HNE,4,False,False,0.0270144399129638,0.018623952878052928,2,2
14,TK-1999-0294_1612_HNE,5,False,False,0.0422371991072274,0.03403710540402306,3,2
14,TK-2003-0179_1701_HNN,0,False,False,0.0008233845835497,0.0008633929270107516,0,0
14,TK-2003-0179_1701_HNN,1,False,False,0.00185611986964,0.002575769700144262,0,0
14,TK-2003-0179_1701_HNN,2,False,False,0.0038250734253704,0.0037540028698698,0,0
14,TK-2003-0179_1701_HNN,3,False,False,0.0076943674269699,0.006354212341007636,1,1
14,TK-2003-0179_1701_HNN,4,False,False,0.0137371492424202,0.008899632086427375,2,2
14,TK-2003-0179_1701_HNN,5,False,False,0.0194743841833545,0.02109898995373721,2,2
14,TK-1999-0294_4101_HNE,0,False,False,0.0011838057243915,0.001252894368912429,0,0
14,TK-1999-0294_4101_HNE,1,False,False,0.005704798465351,0.005217618421923198,1,0
14,TK-1999-0294_4101_HNE,2,False,False,0.011969123077689,0.016459096356796377,1,1
14,TK-1999-0294_4101_HNE,3,False,False,0.0228345862304352,0.024328979678611598,2,2
14,TK-1999-0294_4101_HNE,4,False,False,0.0334143266816892,0.04068875678870633,3,2
14,TK-1999-0294_4101_HNE,5,False,False,0.0854986462632689,0.07857015179727796,4,4
14,TK-1999-0294_4107_HNE,0,False,False,0.0010501125609622,0.0008518042708224617,0,0
14,TK-1999-0294_4107_HNE,1,False,False,0.0034679626379068,0.002813518300838331,0,0
14,TK-1999-0294_4107_HNE,2,False,False,0.0081473427326993,0.006876573108881732,1,1
14,TK-1999-0294_4107_HNE,3,False,False,0.0177103135048666,0.013491335759035834,2,2
14,TK-1999-0294_4107_HNE,4,False,False,0.0277027692674307,0.024979060143195144,2,3
14,TK-1999-0294_4107_HNE,5,False,False,0.0435563901491423,0.040437770648784906,3,4
14,TK-1999-0294_5401_HNE,0,False,False,0.0008019533714682,0.001741050418790784,0,0
14,TK-1999-0294_5401_HNE,1,False,False,0.0027229427531494,0.007486145776393288,0,1
14,EMSC-20200122_0000127_GOMA_HNE,0,False,False,0.0009046576804082,0.0008118834429624421,0,0
14,EMSC-20200122_0000127_GOMA_HNE,1,False,False,0.0022616573467987,0.0025052436161749837,0,0
14,EMSC-20200122_0000127_GOMA_HNE,2,False,False,0.0047461998184711,0.005362522945869442,0,1
14,EMSC-20200122_0000127_GOMA_HNE,3,False,False,0.0092061147269298,0.009544810765628863,1,2
14,TK-1999-0294_5401_HNE,2,False,False,0.007369923533204,0.018202673271461602,1,1
14,TK-1999-0294_5401_HNE,3,False,False,0.014575487336505,0.027627488076295722,2,2
14,TK-1999-0294_5401_HNE,4,False,False,0.0209913521444593,0.04407703425928181,2,3
14,TK-1999-0294_5401_HNE,5,False,False,0.0612498922451016,0.07920538620353612,4,4
14,EMSC-20200122_0000127_GOMA_HNE,4,False,False,0.0167073640089028,0.014577432203024385,2,2
14,EMSC-20200122_0000127_GOMA_HNE,5,False,False,0.0276088941846818,0.04043938014380805,2,3
14,EMSC-20200122_0000127_SOMA_HNN,0,False,False,0.0010123008720181,0.0010500528241281903,0,0
14,EMSC-20200122_0000127_SOMA_HNN,1,False,False,0.0035558331188477,0.003987418278395647,0,0
14,EMSC-20200122_0000127_SOMA_HNN,2,False,False,0.0102949043970385,0.009656656943694348,1,1
14,EMSC-20200122_0000127_SOMA_HNN,3,False,False,0.0166972025431889,0.015815549359982882,2,2
14,EMSC-20200122_0000127_SOMA_HNN,4,False,False,0.0280513699326027,0.029534858023171986,2,2
14,EMSC-20200122_0000127_SOMA_HNN,5,False,False,0.0589496930109946,0.06888796390922429,3,4
15,TK-1999-0077_YPT_HNN,4,False,True,0.1,0.04251452167459874,4,3
15,TK-1999-0077_YPT_HNN,5,False,True,0.1,0.06826075016713438,4,4
15,TK-1999-0077_1612_HNE,0,False,True,0.0005564059422506,0.0005341518158179203,0,0
15,TK-1999-0077_1612_HNE,1,False,True,0.0022529457874392,0.001863272215938042,0,0
15,TK-1999-0077_YPT_HNN,0,False,True,0.0006165598171183,0.0005472237044417554,0,0
15,TK-1999-0077_YPT_HNN,1,False,True,0.0028339298152076,0.001721023008188419,0,0
15,TK-1999-0077_YPT_HNN,2,False,True,0.0081562017839898,0.004659813958303505,1,0
15,TK-1999-0077_YPT_HNN,3,False,True,0.0248063492788586,0.010472900478299631,2,2
15,TK-1999-0077_1612_HNE,2,False,True,0.0126508619401551,0.004834103225003551,2,0
15,TK-1999-0077_1612_HNE,3,False,True,0.0214226753985581,0.008627272353498328,2,1
15,TK-1999-0077_1612_HNE,4,False,True,0.0453706010862129,0.024095394810516636,3,2
15,TK-1999-0077_1612_HNE,5,False,True,0.1,0.06844044794068394,4,3
15,TK-1999-0077_4101_HNE,0,False,True,0.0006719619910998,0.0005975294565800994,0,0
15,TK-1999-0077_4101_HNE,1,False,True,0.0020828461510079,0.0021994060828017014,0,0
15,TK-1999-0077_4101_HNE,2,False,True,0.0056863047861968,0.006381423597162774,1,1
15,TK-1999-0077_4101_HNE,3,False,True,0.0155991844162721,0.01645075851890043,2,2
15,TK-1999-0077_4101_HNE,4,False,True,0.0919109271259979,0.04560392102077235,4,3
15,TK-1999-0077_4101_HNE,5,False,True,0.1,0.09950222107497361,4,4
15,TK-1999-0077_4106_HNN,0,False,True,0.0005144241909275,0.0006104709962525164,0,0
15,TK-1999-0077_4106_HNN,1,False,True,0.0019596994706854,0.00281679777259274,0,0
15,TK-1999-0077_4106_HNN,2,False,True,0.0037194440590939,0.009362039272511115,0,2
15,TK-1999-0077_4106_HNN,3,False,True,0.0130106038242791,0.023278470715502486,2,2
15,TK-1999-0077_4106_HNN,4,False,True,0.0314395970865808,0.06942639277747302,3,4
15,TK-1999-0077_4106_HNN,5,False,True,0.1,0.12001492435148073,4,4
15,TK-1999-0077_5401_HNE,0,False,True,0.0005336887858979,0.0006542147322184819,0,0
15,TK-1999-0077_5401_HNE,1,False,True,0.0012581494518152,0.0031500640723519163,0,0
15,TK-1999-0077_5401_HNE,2,False,True,0.0065238211124774,0.009301470986611625,1,1
15,TK-1999-0077_5401_HNE,3,False,True,0.0199144008325389,0.0295980304481545,2,2
15,TK-1999-0077_5401_HNE,4,False,True,0.0540154253898793,0.05644015858556087,3,4
15,TK-1999-0077_5401_HNE,5,False,True,0.1,0.0685445273278315,4,4
15,TK-1999-0415_487_HNN,0,False,True,0.0005748314252309,0.0005119266906244221,0,0
15,TK-1999-0415_487_HNN,1,False,True,0.0018506042098572,0.0016021875201188364,0,0
15,TK-1999-0415_487_HNN,2,False,True,0.002651894944904,0.003291931650390583,0,0
15,TK-1999-0415_487_HNN,3,False,True,0.0058031541263624,0.00515235872009008,1,0
15,TK-1999-0415_487_HNN,4,False,True,0.0099129930304438,0.00815111860832446,1,1
15,TK-1999-0415_487_HNN,5,False,True,0.0220353612102728,0.018170444798145943,2,2
15,TK-1999-0415_496_HNN,0,False,True,0.0007279965748226,0.0005776310925831147,0,0
15,TK-1999-0415_496_HNN,1,False,True,0.0023323895294409,0.002194175697052385,0,0
15,TK-1999-0415_496_HNN,2,False,True,0.0091487127842834,0.0063509515898078,1,1
15,TK-1999-0415_496_HNN,3,False,True,0.0108772550335984,0.01252240085950082,1,2
15,TK-1999-0415_496_HNN,4,False,True,0.0179707120336882,0.022283931980584187,2,2
15,TK-1999-0415_496_HNN,5,False,True,0.0479528415619357,0.044177082769999695,3,3
15,TK-1999-0415_498_HNN,0,False,True,0.0005467214340138,0.0005894665629633219,0,0
15,TK-1999-0415_498_HNN,1,False,True,0.001673261244024,0.0018907172517375725,0,0
15,TK-1999-0415_498_HNN,2,False,True,0.0038302991386181,0.004674661987174261,0,1
15,TK-1999-0415_498_HNN,3,False,True,0.0077004259351015,0.009228366744857247,1,1
15,TK-1999-0415_498_HNN,4,False,True,0.0137782036423699,0.017473595904874375,2,2
15,TK-1999-0415_498_HNN,5,False,True,0.0254885988544428,0.03756373617486496,2,2
15,TK-1999-0415_C0362_HNN,0,False,True,0.0005630216869244,0.0005431008060886235,0,0
15,TK-1999-0415_C0362_HNN,1,False,True,0.0035915023460531,0.00151944995763097,0,0
15,TK-1999-0415_C0362_HNN,2,False,True,0.0080984685173499,0.003677138894679386,1,0
15,TK-1999-0415_C0362_HNN,3,False,True,0.0208331963432057,0.006579009808914132,2,1
15,TK-1999-0415_C0362_HNN,4,False,True,0.0510365534992439,0.012140754625683453,3,1
15,TK-1999-0415_C0362_HNN,5,False,True,0.1,0.02336303182394696,4,2
15,TK-1999-0415_C0375_HNN,0,False,True,0.0005385333944364,0.0005640668979788444,0,0
15,TK-1999-0415_C0375_HNN,1,False,True,0.0013502605549079,0.0021494878532834025,0,0
15,TK-1999-0415_C1058_HNE,0,False,True,0.0005620127611295,0.0005707715735655503,0,0
15,TK-1999-0415_C1058_HNE,1,False,True,0.0017369928854963,0.0024063662228539567,0,0
15,TK-1999-0415_C1058_HNE,2,False,True,0.0076206887317162,0.007026905089465571,1,1
15,TK-1999-0415_C1058_HNE,3,False,True,0.023727555257841,0.017785620534486773,2,2
15,TK-1999-0415_C0375_HNN,2,False,True,0.0066121930089277,0.005426147394919115,1,1
15,TK-1999-0415_C0375_HNN,3,False,True,0.0114710617193699,0.011542156882490318,1,1
15,TK-1999-0415_C0375_HNN,4,False,True,0.0140129823806187,0.02097269304331429,2,2
15,TK-1999-0415_C0375_HNN,5,False,True,0.0271864002181858,0.03860282950684289,2,2
15,TK-1999-0415_C1058_HNE,4,False,True,0.1,0.04631422307536068,4,3
15,TK-1999-0415_C1058_HNE,5,False,True,0.1,0.06939556569176107,4,4
15,TK-1999-0415_C1059_HNN,0,False,True,0.0005516938610795,0.0005294712491474783,0,0
15,TK-1999-0415_C1059_HNN,1,False,True,0.0016095077426199,0.0017431429661975918,0,0
15,TK-1999-0415_C1059_HNN,2,False,True,0.0039791824519044,0.004540640603268705,0,1
15,TK-1999-0415_C1059_HNN,3,False,True,0.0073285345461889,0.008714596779254688,1,1
15,TK-1999-0415_C1059_HNN,4,False,True,0.0113392910381638,0.01663034012865024,1,2
15,TK-1999-0415_C1059_HNN,5,False,True,0.0290881112816103,0.03608941495746732,2,3
15,TK-1999-0415_C1060_HNE,0,False,True,0.0006750953076961,0.0006371740911290182,0,0
15,TK-1999-0415_C1060_HNE,1,False,True,0.0039878520344087,0.0022228345516646644,0,0
15,TK-1999-0415_C1060_HNE,2,False,True,0.0076711663545806,0.004945188752187306,1,1
15,TK-1999-0415_C1060_HNE,3,False,True,0.0188443901225095,0.010603503771280371,2,1
15,TK-1999-0415_C1060_HNE,4,False,True,0.0510299995641209,0.019796674188303925,3,2
15,TK-1999-0415_C1060_HNE,5,False,True,0.1,0.04690385092563521,4,4
15,TK-1999-0415_C1061_HNE,0,False,True,0.0005654238622057,0.0006075559293548926,0,0
15,TK-1999-0415_C1061_HNE,1,False,True,0.0021702201690144,0.0019487849968754516,0,0
15,TK-1999-0415_C1062_HNE,0,False,True,0.0005791796267964,0.000558128119858217,0,0
15,TK-1999-0415_C1062_HNE,1,False,True,0.0023545581564499,0.0018787522532770515,0,0
15,TK-1999-0415_C1062_HNE,2,False,True,0.005069381571999,0.004775800250920163,1,1
15,TK-1999-0415_C1062_HNE,3,False,True,0.0104504264811684,0.009140584714830667,1,1
15,TK-1999-0415_C1061_HNE,2,False,True,0.0064020168297906,0.0054513710921781245,1,1
15,TK-1999-0415_C1061_HNE,3,False,True,0.0130805466751915,0.010448307579734775,2,1
15,TK-1999-0415_C1061_HNE,4,False,True,0.0265790616204927,0.017464907135486166,2,2
15,TK-1999-0415_C1061_HNE,5,False,True,0.1,0.031844362943943806,4,2
15,TK-1999-0415_C1062_HNE,4,False,True,0.0153362284007239,0.015870987951340648,2,2
15,TK-1999-0415_C1062_HNE,5,False,True,0.0290352765116077,0.04410888950265218,2,3
15,TK-1999-0415_D0531_HNN,0,False,True,0.0005635957087751,0.0005112537685471969,0,0
15,TK-1999-0415_D0531_HNN,1,False,True,0.001449920788132,0.0015249887494741203,0,0
15,TK-1999-0415_D0531_HNN,2,False,True,0.0030648699590547,0.002778145014420069,0,0
15,TK-1999-0415_D0531_HNN,3,False,True,0.0057217005624366,0.004574349482951791,1,0
15,TK-1999-0415_D0531_HNN,4,False,True,0.0092621041810449,0.007912935079094992,1,1
15,TK-1999-0415_D0531_HNN,5,False,True,0.0155548686720285,0.017320495775583523,2,2
15,TK-1999-0415_1401_HNE,0,False,True,0.0005732942662981,0.00056881529509687,0,0
15,TK-1999-0415_1401_HNE,1,False,True,0.002426209741309,0.0023201557487259614,0,0
15,TK-1999-0415_1401_HNE,2,False,True,0.0060207937607724,0.006803086211900048,1,0
15,TK-1999-0415_1401_HNE,3,False,True,0.0167200321299712,0.012359125124228617,2,2
15,TK-1999-0415_1401_HNE,4,False,True,0.0177532169068141,0.024070585498415748,2,2
15,TK-1999-0415_1401_HNE,5,False,True,0.0292435329473325,0.04169895529610191,2,3
15,TK-1999-0415_1406_HNN,0,False,True,0.0005862271695566,0.0005963765566094829,0,0
15,TK-1999-0415_1406_HNN,1,False,True,0.0022670982692519,0.0019128002360376023,0,0
15,TK-1999-0415_8101_HNE,0,False,True,0.0005563994054113,0.0005838216207709533,0,0
15,TK-1999-0415_8101_HNE,1,False,True,0.0029534663584759,0.0024678565839702654,0,0
15,TK-1999-0415_8101_HNE,2,False,True,0.0079319794090798,0.007277518183857864,1,0
15,TK-1999-0415_8101_HNE,3,False,True,0.0136346595810451,0.015459986259262015,2,1
15,TK-1999-0415_1406_HNN,2,False,True,0.0040018527657469,0.0053202831187482685,0,1
15,TK-1999-0415_1406_HNN,3,False,True,0.0078481324939395,0.009958490248290798,1,1
15,TK-1999-0415_1406_HNN,4,False,True,0.0152835155957551,0.01797702518469624,2,2
15,TK-1999-0415_1406_HNN,5,False,True,0.0779630372455206,0.03802753302418964,4,2
15,TK-1999-0415_8101_HNE,4,False,True,0.026866046748709,0.03288708278352119,2,3
15,TK-1999-0415_8101_HNE,5,False,True,0.1,0.06348931461535444,4,4
15,INT-20250810_0000200_AKS_HNN,0,False,True,0.0005574512508983,0.0005726657264112794,0,0
15,INT-20250810_0000200_AKS_HNN,1,False,True,0.0018397335602969,0.0018971167270507281,0,0
15,INT-20250810_0000200_AKS_HNN,2,False,True,0.0032736369040866,0.005131126333084233,0,1
15,INT-20250810_0000200_AKS_HNN,3,False,True,0.0064332176427528,0.009704476072854441,1,1
15,INT-20250810_0000200_AKS_HNN,4,False,True,0.009543185945707,0.019464471903410597,1,2
15,INT-20250810_0000200_AKS_HNN,5,False,True,0.0165959491016308,0.042386475553104604,2,3
15,INT-20250810_0000200_BALB_HNE,0,False,True,0.0006229378503385,0.0005904754543169024,0,0
15,INT-20250810_0000200_BALB_HNE,1,False,True,0.0021836634143175,0.002167040001715403,0,0
15,INT-20250810_0000200_BALB_HNE,2,False,True,0.0050635761763612,0.005926519672001954,1,1
15,INT-20250810_0000200_BALB_HNE,3,False,True,0.0095747492798729,0.010743238110978062,1,1
15,INT-20250810_0000200_BALB_HNE,4,False,True,0.0151529987453386,0.01834493040257516,2,2
15,INT-20250810_0000200_BALB_HNE,5,False,True,0.031421612162451,0.037093253665874036,3,2
15,INT-20250810_0000200_GORD_HNN,0,False,True,0.0005883339260918,0.0005462671209435593,0,0
15,INT-20250810_0000200_GORD_HNN,1,False,True,0.0017460335555774,0.0015548416060462943,0,0
15,INT-20250810_0000200_GORD_HNN,2,False,True,0.0027159177038364,0.003039480010989369,0,0
15,INT-20250810_0000200_GORD_HNN,3,False,True,0.0052666129939956,0.004726288783157432,1,0
15,INT-20250810_0000200_GORD_HNN,4,False,True,0.0098392429073869,0.00790834910680785,1,1
15,INT-20250810_0000200_GORD_HNN,5,False,True,0.0149240541877087,0.013880516578423015,2,2
15,INT-20250810_0000200_SOMA_HNN,0,False,True,0.0005807799771884,0.0005695364657050968,0,0
